state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,international_plan_flag,voice_mail_plan_flag,total_traffic_minutes,total_calls,total_cost,avg_minutes_per_call,capacity_risk,incident_level,cost_per_minute,calls_per_minute
ND,122,408,No,No,0,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1,True,0,0,748.0999999999999,382,75.25,1.958376963350785,Critical,Low,0.10058815666354767,0.5106269215345542
VA,163,415,No,No,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,12.8,3,3.46,5,False,0,0,598.0999999999999,265,62.300000000000004,2.2569811320754716,Warning,High,0.10416318341414481,0.4430697207824779
ND,120,415,No,No,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14.0,2,3.78,2,False,0,0,693.0999999999999,279,67.3,2.484229390681003,Warning,Medium,0.09709998557206753,0.40253931611600063
TN,196,415,No,No,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,False,0,0,571.5,304,52.93,1.8799342105263157,Warning,Low,0.09261592300962379,0.531933508311461
NE,147,415,No,Yes,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,False,0,1,814.2,334,81.19000000000001,2.4377245508982037,Critical,Medium,0.09971751412429379,0.4102186195038074
IN,81,408,No,Yes,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,False,0,1,668.4000000000001,327,63.46,2.044036697247707,Warning,High,0.09494314781567922,0.4892280071813285
OR,165,415,No,Yes,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16.0,3,4.32,0,False,0,1,608.5,369,53.459999999999994,1.6490514905149052,Warning,Low,0.08785538208709942,0.6064092029580936
TN,115,415,No,No,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11.0,7,2.97,1,False,0,0,690.7,341,66.38,2.0255131964809387,Warning,Low,0.09610540031851743,0.493702041407268
TX,90,408,No,Yes,27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2,False,0,1,529.0,286,55.68,1.8496503496503496,Normal,Medium,0.10525519848771267,0.5406427221172023
TN,37,415,No,No,0,221.0,126,37.57,204.5,110,17.38,118.0,98,5.31,6.8,3,1.84,4,False,0,0,550.3,337,62.10000000000001,1.6329376854599404,Warning,High,0.11284753770670546,0.6123932400508814
NC,76,510,No,No,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10.0,4,2.7,1,False,0,0,603.9,292,60.44,2.0681506849315068,Warning,Low,0.10008279516476237,0.4835237622122868
MT,109,510,No,No,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,False,0,0,656.8,280,61.74,2.3457142857142856,Warning,Medium,0.0940012180267966,0.4263093788063338
HI,105,510,No,No,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,False,0,0,639.9,324,57.49999999999999,1.9749999999999999,Warning,Medium,0.0898577902797312,0.5063291139240507
MI,74,415,No,No,0,124.8,114,21.22,133.0,121,11.31,160.3,85,7.21,10.6,7,2.86,3,False,0,0,428.70000000000005,327,42.6,1.3110091743119268,Normal,Medium,0.09937018894331699,0.7627711686494051
AL,76,415,No,No,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,False,0,0,602.6999999999999,266,61.23,2.2657894736842104,Warning,Low,0.10159283225485316,0.44134727061556334
CT,116,415,No,No,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,False,0,0,653.6,254,71.75,2.573228346456693,Warning,Medium,0.1097766217870257,0.38861689106487146
UT,138,510,No,No,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0,False,0,0,684.1,261,69.52,2.621072796934866,Warning,Low,0.10162256979973687,0.38152316912732054
DC,102,415,No,No,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,False,0,0,621.1,350,60.43,1.7745714285714287,Warning,Medium,0.0972951215585252,0.5635163419739172
UT,164,510,No,No,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,False,0,0,581.8,292,61.83,1.9924657534246575,Warning,Medium,0.10627363355104848,0.5018906840838777
MN,125,415,No,No,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,True,0,0,707.3,244,74.97,2.8987704918032784,Critical,Low,0.10599462745652481,0.3449738441962392
SC,209,510,No,No,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3,True,0,0,712.2,308,75.08,2.3123376623376624,Critical,Medium,0.10541982589160347,0.43246279135074417
NH,116,408,No,Yes,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6.0,3,1.62,2,False,0,1,560.3,320,57.66,1.7509374999999998,Warning,Medium,0.10290915580938784,0.571122612885954
MD,189,415,No,Yes,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,False,0,1,536.1999999999999,280,54.81,1.9149999999999998,Normal,Low,0.10221932114882508,0.5221932114882507
OK,84,510,No,No,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,False,0,0,613.8,336,63.47999999999999,1.8267857142857142,Warning,Low,0.10342130987292276,0.5474095796676443
NJ,182,415,No,No,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,True,0,0,686.6,347,75.15,1.9786743515850145,Warning,Medium,0.10945237401689485,0.5053888727060879
HI,171,510,No,No,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,False,0,0,630.9,292,61.38,2.1606164383561643,Warning,Low,0.09728958630527818,0.46283087652559834
DE,90,415,No,No,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,False,0,0,716.4000000000001,311,69.52,2.303536977491962,Critical,Medium,0.09704075935231712,0.43411501954215514
AL,117,510,No,No,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,False,0,0,525.4000000000001,252,52.480000000000004,2.084920634920635,Normal,Medium,0.099885801294252,0.4796345641416063
KS,186,510,No,No,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,False,0,0,480.59999999999997,306,48.32,1.5705882352941176,Normal,Low,0.10054099042863089,0.6367041198501873
AK,55,408,No,Yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,False,0,1,572.2,323,52.120000000000005,1.7715170278637773,Warning,Medium,0.09108703250611674,0.5644879412792729
WI,74,408,No,No,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0,False,0,0,667.0,376,64.51,1.773936170212766,Warning,Low,0.09671664167916043,0.5637181409295352
IN,130,408,No,No,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,False,0,0,437.8,366,43.69,1.196174863387978,Normal,Low,0.09979442667884879,0.8359981726815897
DC,80,408,No,No,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3,False,0,0,394.4,272,32.89,1.45,Normal,Medium,0.08339249492900609,0.6896551724137931
MS,120,415,No,No,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,False,0,0,506.59999999999997,327,48.19,1.549235474006116,Normal,Low,0.09512435846821951,0.6454796683774181
NH,84,408,No,Yes,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,False,0,1,526.5,237,47.32,2.221518987341772,Normal,Medium,0.08987654320987655,0.45014245014245013
NJ,134,510,No,Yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,True,0,1,665.1,319,71.22000000000001,2.0849529780564264,Warning,Medium,0.10708164185836717,0.47962712374079086
VT,68,415,No,No,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1,False,0,0,579.0,328,56.69,1.7652439024390243,Warning,Low,0.09791018998272884,0.5664939550949913
MD,119,408,No,No,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,True,0,0,724.4,262,74.67999999999999,2.764885496183206,Critical,Medium,0.10309221424627277,0.3616786305908338
KS,166,415,Yes,Yes,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,False,1,1,569.3,279,60.31,2.040501792114695,Warning,Low,0.10593711575619183,0.49007553135429477
NH,90,415,No,Yes,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0,False,0,1,682.1,252,67.89,2.706746031746032,Warning,Low,0.09953086057762792,0.3694472951180179
AZ,82,415,No,Yes,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,2.97,2,False,0,1,652.4000000000001,299,58.480000000000004,2.181939799331104,Warning,Medium,0.08963825873697118,0.4583077866339668
ID,130,415,No,No,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,True,0,0,663.8,321,74.41,2.06791277258567,Warning,Low,0.11209701717384754,0.4835793913829467
TX,130,408,No,No,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,False,0,0,637.1,275,68.26,2.316727272727273,Warning,Low,0.10714173599121017,0.4316433840841312
RI,155,408,Yes,No,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,False,1,0,562.4,316,59.88,1.779746835443038,Warning,Low,0.10647226173541964,0.5618776671408251
OR,81,415,No,No,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,True,0,0,761.8000000000001,213,87.27000000000001,3.5765258215962445,Critical,Low,0.11455762667366763,0.27960094512995537
NC,75,408,No,No,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10.0,14.3,3,3.86,1,False,0,0,668.7,288,67.88000000000001,2.3218750000000004,Warning,Low,0.10151039330043368,0.43068640646029605
NM,178,415,No,Yes,35,175.4,88,29.82,190.0,65,16.15,138.7,94,6.24,10.5,3,2.84,2,False,0,1,514.5999999999999,250,55.05,2.0584,Normal,Medium,0.10697629226583756,0.48581422464049756
SC,112,415,No,No,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,True,0,0,801.0,293,81.07,2.733788395904437,Critical,Medium,0.10121098626716603,0.365792759051186
AZ,100,510,No,No,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,3.78,0,False,0,0,468.70000000000005,314,43.11,1.4926751592356688,Normal,Low,0.09197781096650308,0.6699381267335182
WV,104,415,No,No,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,False,0,0,670.9000000000001,318,67.21,2.1097484276729563,Warning,Low,0.10017886421225218,0.47399016246832604
NY,160,408,No,No,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,False,0,0,658.3000000000001,313,66.28000000000002,2.1031948881789138,Warning,Low,0.10068357891538814,0.4754671122588485
WV,87,415,No,No,0,58.0,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,False,0,0,322.9,380,27.08,0.8497368421052631,Normal,Low,0.0838649736760607,1.1768349334159183
NM,81,415,No,No,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,False,0,0,661.3999999999999,264,63.519999999999996,2.50530303030303,Warning,Medium,0.09603870577562747,0.39915331115814945
ME,28,415,No,No,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,False,0,0,693.8,307,69.69,2.2599348534201953,Warning,Medium,0.10044681464398962,0.44249063130585187
WI,95,408,No,No,0,237.3,83,40.34,154.0,65,13.09,237.0,105,10.67,11.2,6,3.02,1,False,0,0,639.5,259,67.12,2.469111969111969,Warning,Low,0.10495699765441752,0.40500390930414387
NJ,35,408,No,No,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,False,0,0,525.6999999999999,248,50.239999999999995,2.119758064516129,Normal,Medium,0.09556781434278105,0.47175194978124413
WY,134,510,No,No,0,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,True,0,0,781.5,318,83.99,2.457547169811321,Critical,Low,0.1074728087012156,0.4069097888675624
AR,185,415,No,Yes,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,False,0,1,615.0,330,59.8,1.8636363636363635,Warning,Low,0.09723577235772357,0.5365853658536586
PA,85,408,No,No,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,False,0,0,604.3,290,58.05,2.0837931034482757,Warning,Low,0.0960615588283965,0.47989409233824265
TN,148,415,No,Yes,36,77.6,141,13.19,207.0,60,17.6,255.7,115,11.51,10.9,2,2.94,1,False,0,1,551.1999999999999,318,45.239999999999995,1.7333333333333332,Warning,Low,0.0820754716981132,0.576923076923077
CT,134,408,No,Yes,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,False,0,1,467.6,338,42.81,1.383431952662722,Normal,Low,0.09155260906757913,0.7228400342172797
MA,80,408,No,Yes,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,False,0,1,665.6,342,64.86,1.9461988304093567,Warning,Low,0.09744591346153846,0.5138221153846154
OH,165,510,No,No,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,False,0,0,646.2,245,69.09,2.6375510204081634,Warning,Low,0.10691736304549675,0.37913958526771896
KS,65,415,No,Yes,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,False,0,1,578.0,316,60.62,1.8291139240506329,Warning,High,0.104878892733564,0.5467128027681661
OK,104,415,No,No,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2,False,0,0,470.4,278,44.08,1.6920863309352516,Normal,Medium,0.09370748299319728,0.5909863945578232
UT,44,415,No,No,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,3,2.24,0,False,0,0,642.0,339,62.6,1.8938053097345133,Warning,Low,0.09750778816199378,0.5280373831775701
OH,162,415,No,No,0,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,10.2,2,2.75,2,False,0,0,634.3000000000001,303,57.41,2.0933993399339936,Warning,Medium,0.09050922276525301,0.4776919438751379
WA,96,415,No,No,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,True,0,0,788.4999999999999,309,82.29,2.5517799352750807,Critical,Low,0.10436271401395056,0.39188332276474325
IN,72,510,No,No,0,287.4,116,48.86,235.3,126,20.0,292.1,114,13.14,5.0,3,1.35,4,True,0,0,819.8000000000001,359,83.35,2.283565459610028,Critical,High,0.10167113930226883,0.4379116857770187
NE,31,415,No,No,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7.0,5,1.89,1,False,0,0,453.59999999999997,312,44.589999999999996,1.4538461538461538,Normal,Low,0.09830246913580247,0.6878306878306879
AL,72,415,No,No,0,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,13.3,5,3.59,0,False,0,0,703.5,295,65.91,2.3847457627118644,Critical,Low,0.09368869936034115,0.4193319118692253
PA,136,408,No,No,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,False,0,0,405.1,269,41.989999999999995,1.5059479553903345,Normal,Low,0.10365341890891136,0.6640335719575413
OR,82,415,No,Yes,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1,False,0,1,596.0,256,55.92,2.328125,Warning,Low,0.0938255033557047,0.42953020134228187
MN,155,408,Yes,No,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2,False,1,0,561.4,360,64.96000000000001,1.5594444444444444,Warning,Medium,0.11571072319201997,0.641254007837549
GA,136,415,No,No,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,False,0,0,672.2,296,62.86,2.2709459459459462,Warning,High,0.09351383516810473,0.44034513537637604
TX,57,415,No,No,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3,False,0,0,585.5,332,56.68,1.7635542168674698,Warning,Medium,0.09680614859094791,0.5670367207514945
NM,112,415,No,No,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,False,0,0,499.1000000000001,299,45.32,1.6692307692307695,Normal,Low,0.09080344620316569,0.5990783410138248
NC,95,408,No,No,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,True,0,0,606.3999999999999,301,53.43,2.014617940199335,Warning,High,0.08811015831134567,0.49637203166226923
ID,113,415,No,Yes,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,False,0,1,613.8000000000001,284,60.550000000000004,2.161267605633803,Warning,Low,0.0986477680026067,0.46269143043336586
WI,103,415,No,No,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,False,0,0,467.99999999999994,356,49.38,1.3146067415730336,Normal,Low,0.10551282051282053,0.7606837606837608
SC,149,415,No,Yes,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,False,0,1,584.7,342,58.16,1.7096491228070176,Warning,Low,0.09946981357961346,0.5849153412006156
NV,116,408,No,No,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,False,0,0,518.4,254,47.50000000000001,2.0409448818897635,Normal,Medium,0.0916280864197531,0.48996913580246915
NE,95,510,No,No,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,False,0,0,481.2,324,39.35,1.4851851851851852,Normal,Low,0.08177472984206152,0.6733167082294265
UT,201,510,No,No,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,False,0,0,640.0,267,65.97,2.397003745318352,Warning,Low,0.10307812499999999,0.4171875
HI,150,415,No,No,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,False,0,0,656.9,309,65.78,2.1258899676375402,Warning,Low,0.10013700715481809,0.47039123154209167
MI,108,408,Yes,No,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,True,1,0,476.3,272,47.379999999999995,1.7511029411764707,Normal,Medium,0.09947512072223387,0.5710686542095318
MO,101,415,Yes,No,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,False,1,0,501.40000000000003,344,48.97,1.4575581395348838,Normal,Low,0.09766653370562424,0.6860789788591942
AL,182,415,No,Yes,24,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,11.6,3,3.13,1,False,0,1,474.1,332,45.690000000000005,1.4280120481927712,Normal,Low,0.09637207340223582,0.7002742037544821
VT,128,408,No,No,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,True,0,0,727.5,290,74.57000000000001,2.5086206896551726,Critical,Low,0.10250171821305842,0.39862542955326463
VA,113,408,No,Yes,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,False,0,1,360.8,266,30.209999999999997,1.3563909774436091,Normal,Low,0.08373059866962305,0.737250554323725
RI,76,415,No,No,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,False,0,0,536.1,256,59.44,2.094140625,Normal,Low,0.11087483678418204,0.4775228502145122
MD,204,510,No,No,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,False,0,0,565.5,322,60.46000000000001,1.7562111801242235,Warning,Medium,0.10691423519009727,0.5694076038903625
OH,32,415,No,Yes,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0,False,0,1,636.1,321,68.0,1.9816199376947041,Warning,Low,0.10690143059267411,0.504637635591888
CO,103,415,No,Yes,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,False,0,1,650.6999999999999,299,60.529999999999994,2.1762541806020064,Warning,Low,0.09302289841708929,0.45950514830182887
UT,148,510,No,No,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,False,0,0,614.0,357,62.33,1.719887955182073,Warning,Low,0.10151465798045603,0.5814332247557004
CO,57,415,No,No,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,False,0,0,521.4,314,44.23,1.6605095541401274,Normal,Low,0.08482930571538166,0.6022247794399693
KY,64,415,Yes,No,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,False,1,0,546.1,246,51.67,2.219918699186992,Normal,Medium,0.0946163706280901,0.4504669474455228
DC,70,415,No,No,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,False,0,0,498.7,324,51.260000000000005,1.5391975308641974,Normal,Low,0.10278724684178867,0.6496891918989373
MA,142,408,No,No,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,False,0,0,551.0,350,61.27,1.5742857142857143,Warning,Low,0.1111978221415608,0.6352087114337568
AZ,88,415,No,No,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,False,0,0,468.6000000000001,283,53.31,1.6558303886925798,Normal,Medium,0.11376440460947501,0.6039265898420827
IL,131,510,No,No,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,False,0,0,644.5,300,70.41,2.1483333333333334,Warning,Medium,0.10924747866563227,0.46547711404189296
CO,130,408,No,No,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,True,0,0,727.8000000000001,350,78.17,2.0794285714285716,Critical,High,0.10740588073646605,0.4809013465237702
OR,166,510,No,No,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,False,0,0,617.9000000000001,307,62.949999999999996,2.0127035830618896,Warning,Medium,0.10187732642822461,0.49684414953876027
MS,130,510,No,No,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,False,0,0,540.3000000000001,285,60.19,1.8957894736842107,Normal,Medium,0.11140107347769755,0.5274847307051638
SC,111,510,No,No,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,False,0,0,537.1,311,44.61000000000001,1.7270096463022508,Normal,Low,0.08305715881586298,0.5790355613479798
IN,100,415,No,Yes,32,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3,False,0,1,560.7,339,52.949999999999996,1.653982300884956,Warning,Medium,0.09443552701979667,0.604601391118245
ME,57,415,No,No,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,False,0,0,719.5999999999999,304,71.63,2.3671052631578946,Critical,Low,0.0995414118954975,0.4224569205113953
DE,139,408,No,No,0,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0,False,0,0,556.0,324,50.440000000000005,1.7160493827160495,Warning,Low,0.09071942446043166,0.5827338129496403
OR,113,415,No,No,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,False,0,0,558.1,329,56.45,1.6963525835866262,Warning,Medium,0.10114674789464254,0.5895000895896793
NJ,108,415,No,No,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,False,0,0,724.7,339,73.84,2.1377581120943954,Critical,Low,0.10189043742238167,0.46777977093969914
MT,100,415,No,No,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,True,0,0,607.4000000000001,280,52.03999999999999,2.1692857142857145,Warning,High,0.08567665459334867,0.4609812314784326
WV,120,510,No,No,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,False,0,0,693.0,324,65.94,2.138888888888889,Warning,Low,0.09515151515151515,0.4675324675324675
NJ,107,408,No,Yes,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,False,0,1,452.5,297,41.900000000000006,1.5235690235690236,Normal,Low,0.09259668508287294,0.656353591160221
IN,104,408,No,No,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,False,0,0,625.6,289,73.8,2.164705882352941,Warning,High,0.11796675191815856,0.46195652173913043
NM,62,415,No,No,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,False,0,0,605.1,327,64.73,1.8504587155963304,Warning,High,0.1069740538753925,0.5404065443728309
MT,34,415,No,Yes,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,False,0,1,610.7,351,58.78000000000001,1.73988603988604,Warning,Medium,0.09625020468315049,0.5747502865564106
NM,183,415,No,No,0,190.0,100,32.3,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1,False,0,0,750.3,289,69.52,2.5961937716262975,Critical,Low,0.09265627082500333,0.3851792616286819
IL,123,408,No,No,0,114.8,94,19.52,150.0,104,12.75,268.6,119,12.09,9.6,4,2.59,2,False,0,0,543.0000000000001,321,46.95,1.6915887850467293,Normal,Medium,0.08646408839779005,0.591160220994475
IN,64,408,No,No,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,False,0,0,531.4,284,48.18000000000001,1.8711267605633801,Normal,Medium,0.09066616484757246,0.5344373353406098
ND,27,415,No,No,0,227.4,67,38.66,248.0,115,21.08,61.4,109,2.76,7.8,6,2.11,1,False,0,0,544.5999999999999,297,64.61,1.8336700336700333,Normal,Low,0.11863753213367612,0.5453543885420493
NH,123,408,No,No,0,224.0,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,False,0,0,668.7,259,66.99999999999999,2.5818532818532822,Warning,Low,0.10019440705847163,0.3873186780320024
NM,84,408,No,Yes,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,False,0,1,525.0999999999999,325,51.38,1.6156923076923073,Normal,Low,0.09784802894686728,0.6189297276709199
LA,91,415,No,No,0,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0,False,0,0,540.5,299,59.47,1.8076923076923077,Normal,Low,0.1100277520814061,0.5531914893617021
KY,95,510,No,No,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,False,0,0,491.4,308,51.57,1.5954545454545455,Normal,Medium,0.10494505494505495,0.6267806267806268
WV,73,415,No,No,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,False,0,0,646.6,352,68.31,1.8369318181818182,Warning,Low,0.10564491184658212,0.5443860191772347
WV,58,408,No,Yes,39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,False,0,1,702.1999999999999,259,70.27,2.711196911196911,Critical,Low,0.10007120478496155,0.368840786100826
IA,88,415,No,No,0,113.7,67,19.33,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1,False,0,0,431.1,339,42.65,1.2716814159292036,Normal,Low,0.09893296218974715,0.7863604732080723
